"1.1","1.2","2","3","4","5","6","7","8","Other"
375,1153,2992,1869,1222,709,1266,820,311,1529
434,1434,3564,2160,1232,803,1403,1137,413,2077
392,1105,3310,2091,1392,880,1637,1170,404,2114
168,469,1866,1715,947,932,1871,1491,1045,3013
109,331,1270,1257,1051,924,2143,2289,2756,5680
68,245,1014,984,1193,731,1845,1892,3682,7448
66,477,1208,1030,1009,727,1722,2104,3274,15756
169,526,2021,1586,934,818,1785,1672,991,3043
372,1048,3003,1691,1470,800,1508,1187,238,1558
147,435,1900,1748,940,1104,2292,2092,1037,2755
108,418,1429,1349,1023,729,1857,1886,1893,4371
135,691,1747,1179,1120,544,1253,1130,1994,4848
400,1011,2984,1964,1146,864,1520,1101,422,1806
443,1782,3061,1140,1014,374,838,447,198,1506
140,432,1377,1030,1225,759,1750,1794,2322,4624
293,728,2381,1606,1253,842,1732,1563,808,2450
174,390,1770,1514,902,1047,2297,2108,796,2426
72,303,1059,1062,1014,798,2041,2452,3433,6603
50,355,988,901,1079,681,1570,1832,4002,7372
297,771,2506,1956,1136,983,1702,1323,533,2153
169,399,1872,1626,887,1029,2239,2062,1052,2676
281,1271,2935,1672,866,689,1383,969,601,2141
223,658,2440,1737,1116,867,1865,1592,963,2675
89,469,1275,1039,1317,585,1592,1614,3332,6900
176,531,1813,1521,916,1168,2533,2904,1636,3708
376,1274,2551,1152,852,355,715,403,116,1114
147,394,1586,1618,884,853,1681,1671,793,2263
228,487,1963,1741,917,1002,2104,1817,763,2321
345,897,2676,1464,1512,727,1333,1024,329,1463
227,468,1914,1714,978,1002,1800,1671,652,2086
247,611,1798,1177,725,648,1218,1021,316,1278
296,1096,2629,882,1082,485,991,691,275,1341
171,489,1626,1235,749,697,1378,1253,473,1471
308,770,2079,1155,967,612,1060,784,267,1273
292,798,2131,1261,836,514,990,774,218,1124
160,390,1526,1221,755,755,1742,1468,634,1912
262,768,1980,947,977,457,913,804,243,1273
280,680,2129,1482,955,596,1036,775,201,1191
113,246,1223,1077,603,726,1806,1777,760,2026
58,303,869,834,858,519,1547,1546,2340,4882
224,645,1884,1156,681,638,1229,1059,379,1357
303,841,2166,983,979,502,1001,838,284,1294
301,1194,2313,1281,757,442,1058,714,424,1692
164,570,1785,1265,786,718,1443,1177,398,1440
192,599,1984,987,995,643,1432,1103,493,1575
141,438,1532,1156,717,799,1689,1502,588,1570
159,416,1489,1214,708,671,1473,1248,617,1777
300,829,2462,1482,1051,962,2058,2156,1346,3964
154,550,1731,1370,1152,806,2058,2193,2228,4540
208,607,1932,1581,1191,1038,2207,2378,1499,3489
338,797,2524,1828,1151,847,1635,1650,477,1857
321,763,2555,1780,1218,1041,1876,1654,507,1885
218,568,2133,1571,1034,1102,2135,2077,883,3245
449,1169,3016,1497,1356,909,1506,1263,308,1614
236,601,2159,1721,1161,1171,2183,2477,1078,2936
184,501,1727,1331,1319,843,1916,2132,1906,4654
130,408,1416,1109,1282,878,1880,2579,2334,4790
288,825,2861,1711,1099,1146,2115,1878,700,2434
233,1008,2472,1341,1250,794,1766,1798,1669,6209
231,555,1997,1542,1219,977,1895,1783,1084,2864
588,1593,3864,1642,1702,816,1464,1169,338,2054
445,1362,3336,1908,1172,944,1768,1382,601,2607
410,832,2777,1877,1303,1212,2327,1993,663,2303
438,1108,3342,2137,1378,1127,1878,1611,484,2292
162,682,2150,1322,950,928,1947,1964,1413,9419
546,2163,3840,2004,1421,613,1323,710,406,2248
497,2475,4140,2263,1622,717,1669,930,801,3331
435,1241,3643,2675,1492,1217,2288,1880,632,2622
222,1033,3093,2406,1324,1548,3248,3292,1757,4279
174,617,2233,2087,1119,1269,2870,2752,1647,4063
273,942,2812,2217,1103,1260,2729,2324,994,2984
113,559,2195,1960,914,1242,3220,3495,2450,6302
460,1734,4084,2578,1553,1156,2073,1558,564,2492
297,2042,3870,1925,1127,881,2151,1675,1746,5682
346,3105,4588,2490,1092,1338,2706,2610,2287,18097
279,812,2962,2555,1234,1397,2821,2144,745,2715
314,912,3121,2779,1358,1510,2955,2653,1016,3196
376,997,3218,2437,1195,1222,2246,1525,360,2312
97,503,1749,1607,1458,1168,3083,2767,3544,7726
562,1991,4261,2462,1662,987,1895,1151,354,2214
650,1964,3755,1802,1640,574,1141,625,280,1812
81,902,1622,902,375,377,792,523,571,26857
555,2303,4455,2281,1386,775,1486,967,384,2970
72,764,1593,1166,581,691,1558,1306,1554,28724
170,575,2196,2030,1046,1385,3405,2972,1665,4089
364,973,3183,2430,1341,1440,2407,2000,474,2092
185,1290,3048,1981,909,958,2156,1723,1097,9129
208,575,2341,2369,1126,1589,3775,3647,1718,4316
438,2591,4333,2227,1403,765,1707,1014,821,3411
454,1345,3804,2874,1461,1365,2337,1900,499,2291
352,1244,3415,2638,1224,1306,2499,2132,631,2233
385,1412,3789,2236,1672,1173,2516,1602,461,2233
366,1109,3375,2610,1454,1243,2530,2030,636,2444
426,1192,3215,2417,1223,1169,2155,1624,488,2198
522,2693,4268,1844,1373,637,1452,854,1017,3603
313,925,3078,2413,1247,1213,2335,2021,863,3083
368,2199,3754,1776,1090,755,1531,952,759,9035
611,1798,3574,2077,1416,804,1670,1320,647,2231
279,745,2513,1444,1092,990,1620,2129,478,1798
114,266,1181,1063,610,1067,2207,2588,989,2011
206,543,2144,1740,872,1096,2006,2361,523,1795
173,394,1837,1491,749,1227,2405,2345,528,1656
277,673,2218,1462,948,933,1887,1785,411,1763
159,351,1647,1260,864,1103,2357,2645,767,1959
148,326,1547,1220,808,966,2048,2784,803,2127
271,745,2469,1693,1042,814,1640,1503,388,1542
137,197,1214,1011,543,1319,2361,2165,695,1723
189,484,2057,1515,869,1020,2010,2586,597,1931
297,681,2470,1780,1119,1007,1826,1677,444,1630
201,484,2099,1463,787,1157,2308,2045,628,1756
275,642,2101,1396,810,943,1870,1681,543,1703
164,354,1749,1341,855,1118,2098,3595,837,2281
302,798,2627,1776,1027,974,1587,1514,401,1699
127,498,1605,1126,897,805,1999,2444,1288,2776
189,579,2033,1407,920,979,1852,2359,926,2302
417,1002,3025,1788,1293,923,1732,1635,483,1869
296,951,2158,1210,790,585,1281,1377,606,1790
163,376,1686,1207,783,915,2046,2141,946,2450
290,675,2434,1682,943,792,1536,1373,379,1595
